"","Cls","Atr","Num","Nom","Spl","Dim","NumRate","NomRate","SymMin","SymMax","SymMean","SymSd","SymSum","ClMin","ClMax","ClMean","ClSd","Sks","SksP","Kts","KtsP","AbsC","CanC","Fnd","ClEnt","NClEnt","AtrEnt","NAtrEnt","JEnt","MutInf","EAttr","NoiSig","Nb","Lda","Nn","auc","accuracy"
"sand",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0408888888888889,0.959111111111111,0.5,0.649281159969514,0,8.50409171112514,3,83.7807245481475,0.0220230288447484,0.418385162204077,1,0.170758868636721,0.246352972970007,0.0812780357765567,0.117259419148034,0.251775412130608,0.000261492282670184,653.016857297072,309.823841325641,0.0408888888888889,0.959111111111111,0.933333333333333,"RF","SVM"
"farms",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00466666666666667,0.995333333333333,0.5,0.700507117895473,0,6.26446034745468,3,51.7929793833941,0.0220232506823513,0.345076213317671,1,0.0297032085773701,0.0428526717130623,0.0812780357765567,0.117259419148034,0.110880791850065,0.000100452503861418,295.694058739918,808.119062763092,0.00466666666666667,0.994888888888889,0.994222222222222,"SVM","SVM"
"reefs",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0124444444444444,0.987555555555556,0.5,0.689507679077016,0,7.26997447261474,3,62.8179190696968,0.0228674796311601,0.45854512550798,1,0.066954008056971,0.0965942153914318,0.0812780357765567,0.117259419148034,0.148016161858978,0.00021588197455012,310.141725340884,375.492923718774,0.0124444444444444,0.987111111111111,0.977111111111111,"SVM","SVM"
"house",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0275555555555556,0.972444444444444,0.5,0.668137340801156,0,8.115423469117,3,75.9791109647717,0.02344767629992,0.380367167626453,1,0.126139551330729,0.181980905164801,0.0812780357765567,0.117259419148034,0.207235895304647,0.000181691802638922,694.250095483985,446.340136407153,0.0275555555555556,0.972,0.966444444444444,"RF","SVM"
"village",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00777777777777778,0.992222222222222,0.5,0.69610734236809,0,6.80656525545048,3,56.7285525081945,0.0240085851686009,0.341250536626357,1,0.045520110250866,0.0656716373196432,0.0812780357765567,0.117259419148034,0.12668607729887,0.000112068728552236,406.180304166195,724.251698904324,0.00777777777777778,0.993555555555556,0.977333333333333,"RF","SVM"
"path",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00355555555555556,0.996444444444444,0.5,0.70207846629811,0,5.97380366747567,3,49.6607487319396,0.0212662124337765,0.376468332180566,1,0.0235998722310811,0.0340474186333938,0.0812780357765567,0.117259419148034,0.104778653766489,9.92542411483133e-05,237.77192750702,817.887282157594,0.00355555555555556,0.996222222222222,0.996222222222222,"SVM","SVM"
"wood",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00533333333333333,0.994666666666667,0.5,0.699564308853891,0,6.38539093544037,3,52.7092754660682,0.0221712058948009,0.328723460122964,1,0.0332325729350416,0.0479444681693652,0.0812780357765567,0.117259419148034,0.114412421265125,9.81874464730038e-05,338.460507211364,826.784392976385,0.00533333333333333,0.997111111111111,0.991777777777778,"SVM","SVM"
"coast",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0186666666666667,0.981333333333333,0.5,0.68070812802225,0,7.6680240785273,3,68.4283572337573,0.0230835498923995,0.375892120397165,1,0.0928036465316016,0.133887360627554,0.0812780357765567,0.117259419148034,0.173893011329702,0.000188670978456041,491.880877976282,429.792464435615,0.0186666666666667,0.978888888888889,0.965777777777778,"RF","SVM"
"cat",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0213333333333333,0.978666666666667,0.5,0.676936891855922,0,7.70423343716964,3,70.0097030078104,0.0224314368599315,0.499611698317751,1,0.103183811118502,0.148862772600686,0.0812780357765567,0.117259419148034,0.1841483832709,0.00031346362415825,329.173158115502,258.290168021295,0.0213333333333333,0.983777777777778,0.974666666666667,"SVM","SVM"
"tiger",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0202222222222222,0.979777777777778,0.5,0.678508240258558,0,7.61935296902293,3,68.7577775015802,0.0223737622386592,0.507188823841662,1,0.0989027070170376,0.142686444943974,0.0812780357765567,0.117259419148034,0.179856906801817,0.000323835991776686,305.40986650193,249.985183365922,0.0202222222222222,0.986444444444444,0.976,"RF","SVM"
"bengal",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00466666666666667,0.995333333333333,0.5,0.700507117895473,0,6.07300049672622,3,50.6271165958941,0.0197977535489066,0.368073353186859,1,0.0297032085773701,0.0428526717130623,0.0812780357765567,0.117259419148034,0.110855043437734,0.000126200916192475,235.364444835475,643.036812320728,0.00466666666666667,0.996666666666667,0.993111111111111,"RF","SVM"
"fox",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0157777777777778,0.984222222222222,0.5,0.684793633869105,0,7.34407034332197,3,64.070283575962,0.022367742466461,0.378052641829644,1,0.0811170596371262,0.117027179669976,0.0812780357765567,0.117259419148034,0.162189233404146,0.000205862009536655,394.036081838027,393.818043210078,0.0157777777777778,0.982,0.978444444444444,"RF","SVM"
"shadows",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00711111111111111,0.992888888888889,0.5,0.697050151409672,0,6.66222518862101,3,55.4860646208117,0.0220473119590748,0.395431004290387,1,0.0422580107329775,0.0609654225222993,0.0812780357765567,0.117259419148034,0.123398787326753,0.000137259182781454,307.87019037015,591.150077900206,0.00711111111111111,0.988444444444444,0.986666666666667,"SVM","SVM"
"autumn",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00333333333333333,0.996666666666667,0.5,0.702392735978637,0,5.76778896577769,3,48.4096278608235,0.0196312616463519,0.343625131215059,1,0.0223403798434845,0.0322303552117708,0.0812780357765567,0.117259419148034,0.10352549437872,9.29212413214264e-05,240.422744313179,873.698127367946,0.00333333333333333,0.996,0.995111111111111,"SVM","SVM"
"cliff",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00466666666666667,0.995333333333333,0.5,0.700507117895473,0,6.2451014310728,3,51.5554293731481,0.0218108789414643,0.303864673179862,1,0.0297032085773701,0.0428526717130623,0.0812780357765567,0.117259419148034,0.110891955200589,8.92891533378751e-05,332.663122753236,909.278939133807,0.00466666666666667,0.995333333333333,0.992666666666667,"RF","SVM"
"bush",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.008,0.992,0.5,0.695793072687563,0,6.83822615988976,3,57.1397771979929,0.0230539578651748,0.325584585975061,1,0.0465944242221052,0.0672215447583078,0.0812780357765567,0.117259419148034,0.127760856831055,0.000111603167606584,417.500911679824,727.277140511569,0.008,0.991555555555556,0.971111111111111,"SVM","SVM"
"coyote",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00822222222222222,0.991777777777778,0.5,0.695478803007035,0,6.71068922595841,3,56.0930327231012,0.0223235521783181,0.353250917136695,1,0.0476625147787963,0.0687624737076664,0.0812780357765567,0.117259419148034,0.128794849013745,0.000145701541608232,327.124299802903,556.839229972599,0.00822222222222222,0.990888888888889,0.987777777777778,"SVM","SVM"
"light",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00822222222222222,0.991777777777778,0.5,0.695478803007035,0,6.69865368884213,3,56.3783947697716,0.0206381577433178,0.434930449421466,1,0.0476625147787963,0.0687624737076664,0.0812780357765567,0.117259419148034,0.128737959081105,0.000202591474248047,235.264168720347,400.19178794781,0.00822222222222222,0.984888888888889,0.989777777777778,"RF","RF"
"arctic",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.004,0.996,0.5,0.701449926937055,0,5.86536873581388,3,49.1745838609304,0.0186826739251978,0.400540214125841,1,0.0260778329833986,0.0376223603222798,0.0812780357765567,0.117259419148034,0.107231520394887,0.000124348365067974,209.715929671801,652.631720305506,0.004,0.995333333333333,0.993555555555556,"SVM","SVM"
"shore",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0113333333333333,0.988666666666667,0.5,0.691079027479652,0,7.08024044942347,3,60.0307382962848,0.0240996974605478,0.347006871048387,1,0.0620422802639631,0.0895080900622627,0.0812780357765567,0.117259419148034,0.143185364809645,0.000134951230874474,459.738528221889,601.27709854798,0.0113333333333333,0.989333333333333,0.987111111111111,"RF","SVM"
"town",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0106666666666667,0.989333333333333,0.5,0.692021836521235,0,7.08644359400125,3,60.8447419160061,0.0243064740008801,0.359698293067637,1,0.0590429788455094,0.0851810127797283,0.0812780357765567,0.117259419148034,0.140184679534473,0.000136335087592285,433.072511913289,595.163740471722,0.0106666666666667,0.989555555555556,0.988888888888889,"SVM","SVM"
"road",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0104444444444444,0.989555555555556,0.5,0.692336106201762,0,7.04995053663666,3,59.6436395238102,0.0234817153111254,0.353537432432047,1,0.0580339766744284,0.0837253303512637,0.0812780357765567,0.117259419148034,0.139176745271696,0.000135267179289348,429.032208546974,599.870338271016,0.0104444444444444,0.990222222222222,0.985333333333333,"SVM","SVM"
"harbor",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00666666666666667,0.993333333333333,0.5,0.697678690770727,0,6.57593975568819,3,54.5646884231637,0.0233269145951012,0.347637251154284,1,0.0400486301904337,0.0577779601701347,0.0812780357765567,0.117259419148034,0.121202279701816,0.000124386265174174,321.96987452236,652.432560763408,0.00666666666666667,0.994222222222222,0.992222222222222,"SVM","SVM"
"windmills",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00311111111111111,0.996888888888889,0.5,0.702707005659165,0,5.88472594090679,3,48.9944747453086,0.0209008596407482,0.357439508181652,1,0.0210660120997037,0.0303918311875494,0.0812780357765567,0.117259419148034,0.102258340179249,8.57076970119256e-05,245.789034522448,947.316646114613,0.00311111111111111,0.998888888888889,0.996444444444444,"SVM","SVM"
"restaurant",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.006,0.994,0.5,0.698621499812309,0,6.35325234790523,3,52.7980190929302,0.0213414372837706,0.380866264833531,1,0.0366779387501346,0.0529150803448483,0.0812780357765567,0.117259419148034,0.117808620672909,0.000147353853782271,248.910617596263,550.584052200308,0.006,0.989777777777778,0.984,"SVM","SVM"
"wall",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0217777777777778,0.978222222222222,0.5,0.676308352494867,0,7.92496427811504,3,72.2236282118091,0.0236511191312306,0.374494189342348,1,0.104879521399727,0.151309165414195,0.0812780357765567,0.117259419148034,0.18599217936398,0.000165377812304334,634.181332661025,490.468804938513,0.0217777777777778,0.979111111111111,0.970222222222222,"RF","SVM"
"skyline",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0117777777777778,0.988222222222222,0.5,0.690450488118598,0,7.27858779877041,3,62.3754348910958,0.0237879131972587,0.322972455617994,1,0.0640196259318948,0.0923607968515111,0.0812780357765567,0.117259419148034,0.145166936828093,0.000130724880358884,489.727936687641,620.748786867667,0.0117777777777778,0.987111111111111,0.972888888888889,"RF","SVM"
"window",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0175555555555556,0.982444444444444,0.5,0.682279476424887,0,7.68989079631277,3,68.3881840375204,0.0237195616647173,0.349065920374062,1,0.0883668583693638,0.127486428348418,0.0812780357765567,0.117259419148034,0.169491684567505,0.000153209578415416,576.771108460098,529.502313348696,0.0175555555555556,0.980888888888889,0.971333333333333,"RF","SVM"
"clothes",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00288888888888889,0.997111111111111,0.5,0.703021275339692,0,5.81807132357518,3,48.5240579658147,0.0209710922139774,0.338881110181054,1,0.0197757082781358,0.0285303162629333,0.0812780357765567,0.117259419148034,0.100972330337618,8.14137170746215e-05,242.903886331709,997.333434426776,0.00288888888888889,0.998666666666667,0.995111111111111,"SVM","SVM"
"shops",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0131111111111111,0.986888888888889,0.5,0.688564870035434,0,7.18907191893456,3,61.8144108662986,0.0234185174353968,0.391735444341748,1,0.0698522087489319,0.100775435157225,0.0812780357765567,0.117259419148034,0.150931865049813,0.000198379475675524,352.114090991875,408.709903203383,0.0131111111111111,0.984888888888889,0.979777777777778,"RF","SVM"
"street",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0451111111111111,0.954888888888889,0.5,0.643310036039495,0,8.44396240769782,3,83.8598023663237,0.0222345513412231,0.447580257474934,1,0.18386044313027,0.265254549519687,0.0812780357765567,0.117259419148034,0.264801424020586,0.000337054886240169,545.491107342261,240.141840971983,0.0451111111111111,0.957111111111111,0.911555555555556,"RF","NB"
"tables",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00377777777777778,0.996222222222222,0.5,0.701764196617582,0,6.00491832593656,3,49.8433298134185,0.0215583024594464,0.359528440041847,1,0.0248454171144576,0.0358443600598458,0.0812780357765567,0.117259419148034,0.106019299685571,0.000104153205442922,238.546831168565,779.369988911175,0.00377777777777778,0.996888888888889,0.996222222222222,"SVM","SVM"
"roofs",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00755555555555556,0.992444444444444,0.5,0.696421612048618,0,6.80674296106244,3,56.7583366248459,0.0241195760488609,0.344046637074174,1,0.0444393964393441,0.0641124968631405,0.0812780357765567,0.117259419148034,0.125604617345189,0.000112814870711298,393.914349758625,719.454983142726,0.00755555555555556,0.995333333333333,0.989777777777778,"SVM","SVM"
"ruins",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0237777777777778,0.976222222222222,0.5,0.673479925370121,0,7.89606501275244,3,73.1006182651203,0.0218625706558948,0.433385084805766,1,0.112398021253295,0.162156067867861,0.0812780357765567,0.117259419148034,0.193391289224375,0.000284767805476929,394.70059146978,284.418626029134,0.0237777777777778,0.973777777777778,0.964444444444444,"RF","SVM"
"stone",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0471111111111111,0.952888888888889,0.5,0.640481608914748,0,8.71001929796095,3,89.0048001275538,0.021364526312808,0.499247115354429,1,0.189919586063922,0.273996044982106,0.0812780357765567,0.117259419148034,0.27077651673464,0.000421105105838419,451.002810060432,192.011280674768,0.0471111111111111,0.956222222222222,0.941111111111111,"RF","SVM"
"cars",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0297777777777778,0.970222222222222,0.5,0.664994643995882,0,8.14578325327838,3,77.1649021504671,0.0231693973763074,0.52083133783911,1,0.133968851266145,0.193276197355259,0.0812780357765567,0.117259419148034,0.214912071569939,0.000334815472762053,400.127419921702,241.75471831112,0.0297777777777778,0.973111111111111,0.969111111111111,"RF","SVM"
"castle",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0108888888888889,0.989111111111111,0.5,0.691707566840707,0,7.05513089173338,3,59.7756798231895,0.0237806689631915,0.350618780984009,1,0.0600473011368603,0.0866299435689146,0.0812780357765567,0.117259419148034,0.141191892876991,0.000133444036425968,449.981151238431,608.079565887142,0.0108888888888889,0.989777777777778,0.986888888888889,"SVM","SVM"
"courtyard",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00822222222222222,0.991777777777778,0.5,0.695478803007035,0,6.7920815221879,3,56.8065937647853,0.0239183539476367,0.344269081199606,1,0.0476625147787963,0.0687624737076664,0.0812780357765567,0.117259419148034,0.128816712649424,0.00012383790592874,384.878235959698,655.325986514394,0.00822222222222222,0.994222222222222,0.989333333333333,"RF","SVM"
"statue",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0235555555555556,0.976444444444444,0.5,0.673794195050648,0,8.03734884840484,3,74.5612685004724,0.0230413623146015,0.413373739569165,1,0.111571412333021,0.160963523277827,0.0812780357765567,0.117259419148034,0.192613830055696,0.000235618053881356,473.526584636005,343.956740103981,0.0235555555555556,0.976222222222222,0.969777777777778,"RF","SVM"
"stairs",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00355555555555556,0.996444444444444,0.5,0.70207846629811,0,6.01577527514126,3,49.8716470928112,0.0219858222689239,0.35491916694359,1,0.0235998722310811,0.0340474186333938,0.0812780357765567,0.117259419148034,0.10479307328909,8.48347185473085e-05,278.186485853908,957.07515093283,0.00355555555555556,0.996666666666667,0.996444444444444,"SVM","SVM"
"costume",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00377777777777778,0.996222222222222,0.5,0.701764196617582,0,6.02276728878674,3,49.9599859842123,0.0212089388103889,0.343820831693328,1,0.0248454171144576,0.0358443600598458,0.0812780357765567,0.117259419148034,0.106025847494804,9.76053962099501e-05,254.549626139675,831.720719679544,0.00377777777777778,0.996222222222222,0.996,"SVM","SVM"
"sign",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00822222222222222,0.991777777777778,0.5,0.695478803007035,0,6.87454961199807,3,57.5641855319196,0.0234129581056641,0.338029296567402,1,0.0476625147787963,0.0687624737076664,0.0812780357765567,0.117259419148034,0.128812187835097,0.000128362720255744,371.311192874658,632.190350084682,0.00822222222222222,0.989555555555556,0.984222222222222,"SVM","SVM"
"palace",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0124444444444444,0.987555555555556,0.5,0.689507679077016,0,7.29571010547464,3,62.7855110311079,0.0237232635868652,0.376705468158669,1,0.066954008056971,0.0965942153914318,0.0812780357765567,0.117259419148034,0.148082955917723,0.000149087915804389,449.090777718148,544.168502343258,0.0124444444444444,0.988222222222222,0.98,"RF","SVM"
"valley",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0271111111111111,0.972888888888889,0.5,0.66876588016221,0,8.16343724614808,3,76.9589893733205,0.0222942355471301,0.379153179085943,1,0.124552020001968,0.179690581589542,0.0812780357765567,0.117259419148034,0.205604877269816,0.000225178508708178,553.125698880001,359.949347443674,0.0271111111111111,0.97,0.961111111111111,"RF","SVM"
"gate",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00444444444444444,0.995555555555556,0.5,0.700821387576,0,6.20571614178527,3,51.2475169398749,0.0226003845221965,0.358367701851543,1,0.0285061105798476,0.0411256243685786,0.0812780357765567,0.117259419148034,0.109684513029999,9.96333264056491e-05,286.110196339198,814.771576727647,0.00444444444444444,0.997555555555556,0.994666666666667,"RF","SVM"
"temple",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0208888888888889,0.979111111111111,0.5,0.677565431216976,0,7.84028965464384,3,71.1231911110624,0.0234012126647375,0.378631649668538,1,0.101478639071384,0.146402729344447,0.0812780357765567,0.117259419148034,0.182568052411184,0.000188622436757177,537.99877053875,429.903328224891,0.0208888888888889,0.979333333333333,0.973555555555556,"SVM","SVM"
"sculpture",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0168888888888889,0.983111111111111,0.5,0.683222285466469,0,7.57378268195332,3,67.0172159700252,0.0224683381047677,0.386910484524313,1,0.0856706950943753,0.123596686962166,0.0812780357765567,0.117259419148034,0.166728954831227,0.000219776039704477,389.809076592576,368.82209655724,0.0168888888888889,0.975555555555556,0.974666666666667,"RF","SVM"
"museum",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00511111111111111,0.994888888888889,0.5,0.699878578534418,0,6.30788901095732,3,52.1469657175445,0.0218959707954105,0.324284485487297,1,0.0320659792003735,0.0462614291736274,0.0812780357765567,0.117259419148034,0.113239772919181,0.000104242057748917,307.610765681634,778.704828662605,0.00511111111111111,0.995777777777778,0.981555555555556,"SVM","SVM"
"hotel",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00377777777777778,0.996222222222222,0.5,0.701764196617582,0,6.07051356684885,3,50.2380304175321,0.0218735477798576,0.345619207485022,1,0.0248454171144576,0.0358443600598458,0.0812780357765567,0.117259419148034,0.106032208583622,9.12443073922426e-05,272.29553080667,889.773770983403,0.00377777777777778,0.998,0.996,"SVM","SVM"
"fountain",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00377777777777778,0.996222222222222,0.5,0.701764196617582,0,6.02381587861364,3,49.9129162851567,0.0213226723769681,0.312823411115153,1,0.0248454171144576,0.0358443600598458,0.0812780357765567,0.117259419148034,0.106037108333233,8.6344557780673e-05,287.74734335392,940.322045831934,0.00377777777777778,0.998,0.994222222222222,"SVM","SVM"
"market",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00888888888888889,0.991111111111111,0.5,0.694535993965453,0,6.78253805250753,3,56.8636792868169,0.02313662087283,0.372725080650965,1,0.0508310715523042,0.0733337348515813,0.0812780357765567,0.117259419148034,0.131949318231803,0.000159789097057775,318.113516430506,507.658208057644,0.00888888888888889,0.990222222222222,0.989555555555556,"RF","SVM"
"door",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00777777777777778,0.992222222222222,0.5,0.69610734236809,0,6.80463128120796,3,56.8175400830551,0.0240981001584005,0.337704494777974,1,0.045520110250866,0.0656716373196432,0.0812780357765567,0.117259419148034,0.126682825514407,0.000115320513015887,394.726914235933,703.80119842477,0.00777777777777778,0.993777777777778,0.986888888888889,"SVM","SVM"
"garden",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.026,0.974,0.5,0.670337228564847,0,8.02393112348911,3,75.7779853884572,0.0222858563831699,0.573893272864416,1,0.120550159245749,0.173917116922217,0.0812780357765567,0.117259419148034,0.201349896981416,0.00047829804088988,252.039834872548,168.931776482584,0.026,0.973777777777778,0.970444444444444,"RF","SVM"
"pagoda",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00266666666666667,0.997333333333333,0.5,0.703335545020219,0,5.72684541668514,3,48.0496116853049,0.0204045434491859,0.358127386865959,1,0.0184682440156507,0.0266440440553066,0.0812780357765567,0.117259419148034,0.0996664909049672,7.97888872401856e-05,231.463862380439,1017.66360827778,0.00266666666666667,0.999111111111111,0.997333333333333,"SVM","SVM"
"buddha",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00577777777777778,0.994222222222222,0.5,0.698935769492836,0,6.42141745272922,3,53.1843719198806,0.0224592064799003,0.350423257667771,1,0.0355381963093908,0.0512707795776966,0.0812780357765567,0.117259419148034,0.116696257396827,0.000119974689120511,296.214114576231,676.459857344703,0.00577777777777778,0.990222222222222,0.993333333333333,"RF","SVM"
"monastery",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00311111111111111,0.996888888888889,0.5,0.702707005659165,0,5.89563943808959,3,48.9988582479186,0.0206681569241784,0.318871612363259,1,0.0210660120997037,0.0303918311875494,0.0812780357765567,0.117259419148034,0.102267004521304,7.7043354956687e-05,273.43061723554,1053.96490673661,0.00311111111111111,0.998888888888889,0.994222222222222,"SVM","SVM"
"landscape",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00777777777777778,0.992222222222222,0.5,0.69610734236809,0,6.79702877485068,3,56.8158802597296,0.0237859626913596,0.384494228687148,1,0.045520110250866,0.0656716373196432,0.0812780357765567,0.117259419148034,0.126660514709016,0.000137631318406054,330.739476872319,589.54898781658,0.00777777777777778,0.991111111111111,0.987777777777778,"SVM","SVM"
"writing",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00288888888888889,0.997111111111111,0.5,0.703021275339692,0,5.82524469111591,3,48.5737619610782,0.0195323729954388,0.331447079546008,1,0.0197757082781358,0.0285303162629333,0.0812780357765567,0.117259419148034,0.10097349629852,8.02477561724595e-05,246.433161765122,1011.83873410595,0.00288888888888889,0.996888888888889,0.989333333333333,"SVM","SVM"
"food",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00533333333333333,0.994666666666667,0.5,0.699564308853891,0,6.33259180316557,3,52.3984015572972,0.0220720042496429,0.34588925224422,1,0.0332325729350416,0.0479444681693652,0.0812780357765567,0.117259419148034,0.114390391731079,0.000120216980519558,276.438260147742,675.094470392506,0.00533333333333333,0.990666666666667,0.992888888888889,"SVM","SVM"
"fruit",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00266666666666667,0.997333333333333,0.5,0.703335545020219,0,5.73961861547636,3,48.0848667294406,0.0195165884547898,0.330976122600472,1,0.0184682440156507,0.0266440440553066,0.0812780357765567,0.117259419148034,0.0996704739945634,7.58057976439721e-05,243.625746178258,1071.18759386037,0.00266666666666667,0.998888888888889,0.996444444444444,"SVM","SVM"
"night",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00377777777777778,0.996222222222222,0.5,0.701764196617582,0,5.95483979746147,3,49.6146345816961,0.0187308428739484,0.338869548946265,1,0.0248454171144576,0.0358443600598458,0.0812780357765567,0.117259419148034,0.106025064516882,9.83883741325226e-05,252.523911829181,825.093900759867,0.00377777777777778,0.993777777777778,0.975333333333333,"RF","SVM"
"cow",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00244444444444444,0.997555555555556,0.5,0.703649814700747,0,5.67320692568628,3,47.7023310271521,0.0198470879898702,0.334603236131387,1,0.0171421902266609,0.0247309528299789,0.0812780357765567,0.117259419148034,0.0983500797197751,7.01462834422646e-05,244.377740137439,1157.69340167472,0.00244444444444444,0.999111111111111,0.997333333333333,"SVM","SVM"
"figures",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00355555555555556,0.996444444444444,0.5,0.70207846629811,0,6.00053821942544,3,49.7276625223893,0.0207796295117437,0.334198968837741,1,0.0235998722310811,0.0340474186333938,0.0812780357765567,0.117259419148034,0.104791605601934,8.63024057035345e-05,273.455554786633,940.781809139395,0.00355555555555556,0.993777777777778,0.994,"SVM","SVM"
"facade",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00311111111111111,0.996888888888889,0.5,0.702707005659165,0,5.79044554554886,3,48.4702674208307,0.0198932826408845,0.32956327122541,1,0.0210660120997037,0.0303918311875494,0.0812780357765567,0.117259419148034,0.102258709547995,8.53383282656359e-05,246.852879917342,951.421232386454,0.00311111111111111,0.996222222222222,0.996444444444444,"SVM","SVM"
"guard",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00244444444444444,0.997555555555556,0.5,0.703649814700747,0,5.62923050593132,3,47.5025319716428,0.020155320270053,0.361844624507781,1,0.0171421902266609,0.0247309528299789,0.0812780357765567,0.117259419148034,0.0983433065937946,7.69194094228168e-05,222.859098312005,1055.66484423692,0.00244444444444444,0.999111111111111,0.997555555555556,"SVM","SVM"
"church",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.00933333333333333,0.990666666666667,0.5,0.693907454604399,0,6.87617960911874,3,57.9409003083906,0.0228027186312297,0.381292884042747,1,0.0529151635054479,0.0763404439771383,0.0812780357765567,0.117259419148034,0.134029252408252,0.000163946873752613,322.757990404221,494.758375357623,0.00933333333333333,0.987111111111111,0.988,"RF","SVM"
"park",2,499,0,499,4500,0.110888888888889,0,1,2,2,2,0,1000,0.0122222222222222,0.987777777777778,0.5,0.689821948757543,0,7.29617066296621,3,62.9325819281729,0.0230144974637055,0.381080760313315,1,0.0659799962435965,0.0951890133785091,0.0812780357765567,0.117259419148034,0.14707806843343,0.000179963586722728,366.629702403368,450.636007353991,0.0122222222222222,0.980444444444444,0.974666666666667,"RF","SVM"
