"","Cls","Atr","Num","Nom","Spl","Dim","NumRate","NomRate","SymMin","SymMax","SymMean","SymSd","SymSum","ClMin","ClMax","ClMean","ClSd","Sks","SksP","Kts","KtsP","AbsC","CanC","Fnd","ClEnt","NClEnt","AtrEnt","NAtrEnt","JEnt","MutInf","EAttr","NoiSig","Nb","Lda","Nn","Nlbst","NSlbst","Mfreq","LCard","LDen","Mir","Scl","Lfq","IRLbl","LScl","auc","accuracy","topauc","topaccuracy"
"A.A3",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0863757791629564,0.913624220837044,0.5,0.584952982833751,3.72810386657026,3.72810386657026,16.9306645368674,16.9306645368674,0.419529696110887,0.968922472888518,1,0.294071519908041,0.424255523438011,0.270881030747285,0.0768160342246261,0.29407151990804,0.000913963223046826,321.75421558836,295.380668189541,0.177203918076581,0.996438112199466,0.849510240427427,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0863757791629564,6.18556701030928,0.282897092839906,"SVM","KNN_3","SVM","RF"
"A.A1",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.489759572573464,0.510240427426536,0.5,0.0144821513511047,4.53691576190702,4.53691576190702,32.5947002003435,32.5947002003435,0.338294208300676,0.979157714218225,1,0.692937433187125,0.999697398505393,0.270881030747285,0.0768160342246261,0.692937433187126,0.013901460600795,49.8463760813375,18.485796386877,0.666073018699911,0.991095280498664,0.650044523597507,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.510240427426536,1.04712041884817,0.381722012134135,"RF","SVM","RF","SVM"
"B.B8",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0115761353517364,0.988423864648264,0.5,0.690735653572255,2.93166561388274,2.93166561388274,11.1039122757338,11.1039122757338,0.349369959954068,0.897078460553565,1,0.0631246552486111,0.0910696270849967,0.270881030747285,0.0768160342246261,0.0631246552486129,0.00064393325574991,98.0298108304681,419.666316467571,0.0115761353517364,0.997328584149599,0.978628673196794,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0115761353517364,46.1538461538462,0.527810336290233,"RF","KNN_1","RF","SVM"
"D.D12",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0213713268032057,0.978628673196794,0.5,0.676883160975546,3.31527033693174,3.31527033693174,13.6176972496585,13.6176972496585,0.416945766683738,0.957928785679406,1,0.103329136556849,0.149072432889904,0.270881030747285,0.0768160342246261,0.103329136556851,0.000342077841617547,302.063226510807,790.869562396672,0.0213713268032057,0.997328584149599,0.975957257346394,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0213713268032057,25,0.45031160040034,"RF","KNN_1","RF","NB"
"D.D6",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.01246660730187,0.98753339269813,0.5,0.689476336063463,3.08319069475791,3.08319069475791,11.8123263630012,11.8123263630012,0.347475283233783,0.98905811912123,1,0.0670509275023159,0.0967340405945965,0.270881030747285,0.0768160342246261,0.0670509275023154,0.000648941669142825,103.323504546845,416.419690594205,0.01246660730187,1,0.986642920747996,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.01246660730187,42.8571428571429,0.469401543273587,"SVM","BASELINE","SVM","SVM"
"C.C8",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0596616206589492,0.940338379341051,0.5,0.622732508097503,4.02051180570544,4.02051180570544,20.8782543726455,20.8782543726455,0.269388018377476,0.966694677574655,1,0.226035442926947,0.326100212575847,0.270881030747285,0.0768160342246261,0.22603544292695,0.00140647022964571,160.711146359554,191.596348673175,0.130008904719501,0.995547640249332,0.915405164737311,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0596616206589492,8.95522388059701,0.391434491654744,"RF","DT","RF","NB"
"A.A6",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0988423864648264,0.901157613535174,0.5,0.567322537710667,4.70672976720733,4.70672976720733,30.3362524082211,30.3362524082211,0.272505095730155,0.969388949739067,1,0.322531965966182,0.465315267827579,0.270881030747285,0.0768160342246261,0.322531965966182,0.00362996951135138,88.8525275371002,73.623500252607,0.193232413178985,0.996438112199466,0.860195903829029,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0988423864648264,5.40540540540541,0.202671157118505,"SVM","DT","SVM","SVM"
"B.B9",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0356188780053428,0.964381121994657,0.5,0.656734080834879,3.85982617731946,3.85982617731946,18.3802351960938,18.3802351960938,0.324577323532119,0.959825899164228,1,0.153761523156404,0.221830986937277,0.270881030747285,0.0768160342246261,0.153761523156402,0.00128797461098464,119.382417824879,209.315505008442,0.0801424755120214,0.998219056099733,0.949243098842386,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0356188780053428,15,0.373027567545936,"RF","DT","RF","RF"
"A.A5",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.06233303650935,0.93766696349065,0.5,0.618954555571128,4.18152382073637,4.18152382073637,22.6788582163693,22.6788582163693,0.296549181458255,0.984822754074029,1,0.233339275111968,0.336637415048662,0.270881030747285,0.0768160342246261,0.233339275111971,0.00230364576848732,101.291300209402,116.587970534705,0.113089937666963,0.998219056099733,0.926090828138914,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.06233303650935,8.57142857142857,0.3189304875079,"SVM","DT","SVM","SVM"
"C.C10",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0507569011576135,0.949243098842386,0.5,0.63532568318542,4.00030655045225,4.00030655045225,20.3715511997028,20.3715511997028,0.339584482290021,0.954945156901023,1,0.200737890709716,0.289603559445418,0.270881030747285,0.0768160342246261,0.200737890709718,0.000898191867314548,223.49110253012,300.584817904416,0.150489759572573,0.994657168299199,0.943900267141585,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0507569011576135,10.5263157894737,0.401579673422073,"RF","DT","RF","SVM"
"B.B1",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.404274265360641,0.595725734639359,0.5,0.135376632195109,3.66710792702923,3.66710792702923,17.1489756621268,17.1489756621268,0.326486182507145,0.969544196144109,1,0.67470671597036,0.973396033184917,0.270881030747285,0.0768160342246261,0.674706715970377,0.00193897103826567,347.971528534979,138.703494998861,0.450578806767587,0.981300089047195,0.617987533392698,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.404274265360641,1.3215859030837,0.319342967915701,"RF","RF","RF","RF"
"D.D2",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.01246660730187,0.98753339269813,0.5,0.689476336063463,3.04345546099566,3.04345546099566,11.6236610019223,11.6236610019223,0.340280860304993,0.993978300171834,1,0.0670509275023159,0.0967340405945965,0.270881030747285,0.0768160342246261,0.0670509275023154,0.000564773933046146,118.721710721797,478.627360431226,0.01246660730187,1,0.985752448797863,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.01246660730187,42.8571428571429,0.559666883096859,"SVM","BASELINE","SVM","SVM"
"B.B4",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0819234194122885,0.918076580587711,0.5,0.59124957037771,3.06904770555017,3.06904770555017,20.8960050267433,20.8960050267433,0.296808449471561,0.981703285631762,1,0.283442078416095,0.408920480910161,0.270881030747285,0.0768160342246261,0.2834420784161,0.0474806091852985,5.96963862257811,4.7050875166774,0.955476402493321,0.995547640249332,0.959928762243989,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0819234194122885,6.52173913043478,0.293753203995807,"RF","NB","RF","NB"
"C.C4",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0382902938557435,0.961709706144256,0.5,0.652956128308504,2.96333311073216,2.96333311073216,11.6336550183072,11.6336550183072,0.382347533893362,0.969687184488591,1,0.16247201733635,0.234397573694378,0.270881030747285,0.0768160342246261,0.16247201733635,0.00124446383846717,130.555836428698,216.668864593875,0.860195903829029,0.996438112199466,0.953695458593054,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0382902938557435,13.953488372093,0.4376981547997,"SVM","NB","SVM","NB"
"B.B6",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0151380231522707,0.984861976847729,0.5,0.685698383537088,3.00109416016276,3.00109416016276,11.6610035450245,11.6610035450245,0.329729620319392,0.989721186308759,1,0.0784594371676883,0.113193040912763,0.270881030747285,0.0768160342246261,0.0784594371676889,0.000683699467051635,114.75720100534,395.198978939422,0.0151380231522707,1,0.982190560997329,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0151380231522707,35.2941176470588,0.553503348284243,"SVM","KNN_1","SVM","RF"
"D.D3",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0133570792520036,0.986642920747996,0.5,0.688217018554672,2.95511479809567,2.95511479809567,11.3021205041395,11.3021205041395,0.358967443868613,0.992620793385615,1,0.0709127374695715,0.102305454683212,0.270881030747285,0.0768160342246261,0.0709127374695701,0.000508773129718587,139.379879414612,531.42008063027,0.0133570792520036,1,0.96260017809439,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0133570792520036,40,0.580194771904632,"RF","KNN_1","RF","SVM"
"C.C12",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.018699910952805,0.981300089047195,0.5,0.680661113501921,3.06940008297224,3.06940008297224,12.0894281185491,12.0894281185491,0.306497916855843,0.969589349464558,1,0.0929353359888765,0.134077348354502,0.270881030747285,0.0768160342246261,0.0929353359888743,0.000708802226608478,131.116032794591,381.167296572154,0.018699910952805,0.998219056099733,0.976847729296527,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.018699910952805,28.5714285714286,0.56345482081382,"SVM","BASELINE","SVM","SVM"
"C.C6",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.145146927871772,0.854853072128228,0.5,0.501838027253498,3.22516728403128,3.22516728403128,18.3932258257761,18.3932258257761,0.345452813819488,0.975593906125114,1,0.414197747423297,0.59756103615497,0.270881030747285,0.0768160342246261,0.414197747423302,0.0259422174405396,15.9661658982179,9.44170689603359,0.8753339269813,0.991985752448798,0.892252894033838,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.145146927871772,3.68098159509202,0.314905960702635,"RF","DT","RF","RF"
"B.B5",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.00979519145146928,0.990204808548531,0.5,0.693254288589839,2.89785180177447,2.89785180177447,10.7939624283569,10.7939624283569,0.351915299284233,0.994006820710898,1,0.0550582815504734,0.0794323097527363,0.270881030747285,0.0768160342246261,0.0550582815504727,0.000477486815878046,115.308485427451,566.305780473047,0.00979519145146928,1,0.984861976847729,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.00979519145146928,54.5454545454545,0.635774401573615,"SVM","BASELINE","SVM","RF"
"D.D11",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0178094390026714,0.982190560997329,0.5,0.681920431010713,2.7201057107949,2.7201057107949,10.3772851777087,10.3772851777087,0.396320545924862,0.963471195712173,1,0.0893867964947264,0.128957888023893,0.270881030747285,0.0768160342246261,0.0893867964947258,0.00128815669736488,69.391244619215,209.285776025086,0.873552983081033,0.998219056099733,0.97506678539626,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0178094390026714,30,0.503067393562676,"SVM","NB","SVM","NB"
"A.A2",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0284951024042743,0.971504897595726,0.5,0.666808620905213,3.60170712280101,3.60170712280101,16.0388359639162,16.0388359639162,0.331473428184342,0.969328286785134,1,0.129471436097774,0.18678779879503,0.270881030747285,0.0768160342246261,0.129471436097774,0.00137499802866234,94.1611794336381,196.004668443641,0.0587711487088157,0.998219056099733,0.947462154942119,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0284951024042743,18.75,0.460979101966045,"SVM","KNN_1","SVM","SVM"
"C.C3",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0418521816562778,0.958147818343722,0.5,0.647918858273337,2.55116326400208,2.55116326400208,10.2259155251219,10.2259155251219,0.385281510487902,0.955188854054602,1,0.173786457590666,0.250720860539713,0.270881030747285,0.0768160342246261,0.173786457590666,0.00663584082742922,26.1890636183315,39.8209054122575,0.901157613535174,0.994657168299199,0.955476402493321,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0418521816562778,12.7659574468085,0.408879222003737,"RF","NB","RF","NB"
"D.D10",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0739091718610864,0.926090828138914,0.5,0.602583427956835,4.17213048754798,4.17213048754798,22.609798826591,22.609798826591,0.270238491021343,0.972853864156203,1,0.263635355212215,0.380345419567663,0.270881030747285,0.0768160342246261,0.263635355212216,0.001900876952389,138.691436539794,141.503190649371,0.143365983971505,0.999109528049866,0.896705253784506,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0739091718610864,7.2289156626506,0.342552491409076,"RF","DT","RF","RF"
"B.B13",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.176313446126447,0.823686553873553,0.5,0.457761914445788,5.08803521600378,5.08803521600378,38.3485354518608,38.3485354518608,0.259275346449641,0.977300860573684,1,0.465757103201033,0.67194546304694,0.270881030747285,0.0768160342246261,0.465757103201039,0.0051231662466455,90.9119635744785,51.8737537893973,0.342831700801425,0.992876224398931,0.727515583259127,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.176313446126447,3.03030303030303,0.312116586980569,"SVM","SVM","SVM","SVM"
"B.B10",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0106856634016028,0.989314336598397,0.5,0.691994971081047,2.14715662863466,2.14715662863466,8.83311655859562,8.83311655859562,0.391022896818228,0.919610236632467,1,0.0591290152129886,0.0853051370204268,0.270881030747285,0.0768160342246261,0.0591290152129886,0.00556117243917236,10.6324728930341,47.7093384911472,0.922528940338379,0.997328584149599,0.98753339269813,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0106856634016028,50,0.636568368883798,"NB","NB","NB","NB"
"C.C1",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.1246660730187,0.8753339269813,0.5,0.530802329955708,3.02607377984751,3.02607377984751,12.3734903683992,12.3734903683992,0.365126968976463,0.959398087292047,1,0.376119859217546,0.542626255673009,0.270881030747285,0.0768160342246261,0.376119859217549,0.00510721812475096,73.6447612046894,52.0388607125516,0.837043633125557,0.988423864648264,0.856634016028495,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.1246660730187,4.28571428571429,0.332484106591551,"RF","DT","RF","NB"
"D.D4",2,1001,1001,0,1123,0.891362422083704,1,0,2,2,2,0,2,0.0133570792520036,0.986642920747996,0.5,0.688217018554672,3.10232999779214,3.10232999779214,11.9370383278868,11.9370383278868,0.344521585020858,0.965403623734259,1,0.0709127374695715,0.102305454683212,0.270881030747285,0.0768160342246261,0.0709127374695701,0.000505711052169506,140.223823792965,534.643881195007,0.0133570792520036,0.999109528049866,0.978628673196794,503,360,113,3.31878895814782,0.08969699886886,19.9571571628533,0.282341239744253,0.0133570792520036,40,0.541005800538566,"SVM","BASELINE","SVM","SVM"
